symbol,name,date,close
AAPL,Apple Inc.,2023-01-05,215.4492
AAPL,Apple Inc.,2023-01-06,208.5769
AAPL,Apple Inc.,2023-01-09,213.0114
AAPL,Apple Inc.,2023-01-10,213.4905
AAPL,Apple Inc.,2023-01-11,215.3684
AAPL,Apple Inc.,2023-01-12,209.1215
AAPL,Apple Inc.,2023-01-13,209.8135
AAPL,Apple Inc.,2023-01-16,208.4831
AAPL,Apple Inc.,2023-01-17,213.0585
AAPL,Apple Inc.,2023-01-18,207.3609
AAPL,Apple Inc.,2023-01-19,208.7798
AAPL,Apple Inc.,2023-01-20,212.83
AAPL,Apple Inc.,2023-01-23,208.5249
AAPL,Apple Inc.,2023-01-24,209.0511
AAPL,Apple Inc.,2023-01-25,205.2129
AAPL,Apple Inc.,2023-01-26,205.4915
AAPL,Apple Inc.,2023-01-27,206.8256
AAPL,Apple Inc.,2023-01-30,211.8122
AAPL,Apple Inc.,2023-01-31,212.5679
AAPL,Apple Inc.,2023-02-01,210.1229
AAPL,Apple Inc.,2023-02-02,212.3946
AAPL,Apple Inc.,2023-02-03,212.5306
AAPL,Apple Inc.,2023-02-06,216.7476
AAPL,Apple Inc.,2023-02-07,214.5748
AAPL,Apple Inc.,2023-02-08,219.8248
AAPL,Apple Inc.,2023-02-09,220.612
AAPL,Apple Inc.,2023-02-10,221.6901
AAPL,Apple Inc.,2023-02-13,225.7846
AAPL,Apple Inc.,2023-02-14,223.8178
AAPL,Apple Inc.,2023-02-15,221.9424
AAPL,Apple Inc.,2023-02-16,224.0734
AAPL,Apple Inc.,2023-02-17,223.8752
AAPL,Apple Inc.,2023-02-20,224.1943
AAPL,Apple Inc.,2023-02-21,222.7313
AAPL,Apple Inc.,2023-02-22,221.6576
AAPL,Apple Inc.,2023-02-23,225.1897
AAPL,Apple Inc.,2023-02-24,233.2531
AAPL,Apple Inc.,2023-02-27,227.7808
AAPL,Apple Inc.,2023-02-28,234.0877
AAPL,Apple Inc.,2023-03-01,237.3
AAPL,Apple Inc.,2023-03-02,242.5446
AAPL,Apple Inc.,2023-03-03,243.456
AAPL,Apple Inc.,2023-03-06,240.4634
AAPL,Apple Inc.,2023-03-07,239.7562
AAPL,Apple Inc.,2023-03-08,236.0051
AAPL,Apple Inc.,2023-03-09,229.2844
AAPL,Apple Inc.,2023-03-10,229.1056
AAPL,Apple Inc.,2023-03-13,230.292
AAPL,Apple Inc.,2023-03-14,229.2888
AAPL,Apple Inc.,2023-03-15,230.1942
AAPL,Apple Inc.,2023-03-16,224.1282
AAPL,Apple Inc.,2023-03-17,228.4781
AAPL,Apple Inc.,2023-03-20,227.9758
AAPL,Apple Inc.,2023-03-21,228.2747
AAPL,Apple Inc.,2023-03-22,231.3104
AAPL,Apple Inc.,2023-03-23,229.1559
AAPL,Apple Inc.,2023-03-24,240.0302
AAPL,Apple Inc.,2023-03-27,245.5211
AAPL,Apple Inc.,2023-03-28,251.0632
AAPL,Apple Inc.,2023-03-29,251.8844
AAPL,Apple Inc.,2023-03-30,248.8934
AAPL,Apple Inc.,2023-03-31,251.2493
AAPL,Apple Inc.,2023-04-03,248.1881
AAPL,Apple Inc.,2023-04-04,249.3599
AAPL,Apple Inc.,2023-04-05,250.5446
AAPL,Apple Inc.,2023-04-06,256.2164
AAPL,Apple Inc.,2023-04-07,258.371
AAPL,Apple Inc.,2023-04-10,259.2067
AAPL,Apple Inc.,2023-04-11,265.7859
AAPL,Apple Inc.,2023-04-12,265.401
AAPL,Apple Inc.,2023-04-13,263.0797
AAPL,Apple Inc.,2023-04-14,260.8776
AAPL,Apple Inc.,2023-04-17,267.8318
AAPL,Apple Inc.,2023-04-18,268.142
AAPL,Apple Inc.,2023-04-19,265.6005
AAPL,Apple Inc.,2023-04-20,256.7396
AAPL,Apple Inc.,2023-04-21,252.2073
AAPL,Apple Inc.,2023-04-24,253.753
AAPL,Apple Inc.,2023-04-25,256.5409
AAPL,Apple Inc.,2023-04-26,264.3396
AAPL,Apple Inc.,2023-04-27,261.2684
AAPL,Apple Inc.,2023-04-28,263.7316
AAPL,Apple Inc.,2023-05-01,269.9903
AAPL,Apple Inc.,2023-05-02,259.4764
AAPL,Apple Inc.,2023-05-03,270.4336
AAPL,Apple Inc.,2023-05-04,265.228
AAPL,Apple Inc.,2023-05-05,260.1183
AAPL,Apple Inc.,2023-05-08,264.5956
AAPL,Apple Inc.,2023-05-09,266.6938
AAPL,Apple Inc.,2023-05-10,272.6356
AAPL,Apple Inc.,2023-05-11,275.9487
AAPL,Apple Inc.,2023-05-12,277.5925
AAPL,Apple Inc.,2023-05-15,277.1434
AAPL,Apple Inc.,2023-05-16,273.5429
AAPL,Apple Inc.,2023-05-17,276.5681
AAPL,Apple Inc.,2023-05-18,267.5109
AAPL,Apple Inc.,2023-05-19,266.8032
AAPL,Apple Inc.,2023-05-22,270.6652
AAPL,Apple Inc.,2023-05-23,265.3803
AAPL,Apple Inc.,2023-05-24,269.5114
AAPL,Apple Inc.,2023-05-25,274.378
AAPL,Apple Inc.,2023-05-26,274.9161
AAPL,Apple Inc.,2023-05-29,274.344
AAPL,Apple Inc.,2023-05-30,277.2061
AAPL,Apple Inc.,2023-05-31,280.5344
AAPL,Apple Inc.,2023-06-01,279.4693
AAPL,Apple Inc.,2023-06-02,289.994
AAPL,Apple Inc.,2023-06-05,298.0735
AAPL,Apple Inc.,2023-06-06,303.5961
AAPL,Apple Inc.,2023-06-07,311.3766
AAPL,Apple Inc.,2023-06-08,318.852
AAPL,Apple Inc.,2023-06-09,311.3672
AAPL,Apple Inc.,2023-06-12,325.863
AAPL,Apple Inc.,2023-06-13,317.8566
AAPL,Apple Inc.,2023-06-14,319.2399
AAPL,Apple Inc.,2023-06-15,313.2534
AAPL,Apple Inc.,2023-06-16,316.9773
AAPL,Apple Inc.,2023-06-19,319.6598
AAPL,Apple Inc.,2023-06-20,321.2386
AAPL,Apple Inc.,2023-06-21,305.5524
AAPL,Apple Inc.,2023-06-22,310.123
AAPL,Apple Inc.,2023-06-23,311.708
AAPL,Apple Inc.,2023-06-26,300.7997
AAPL,Apple Inc.,2023-06-27,309.131
AAPL,Apple Inc.,2023-06-28,308.4979
AAPL,Apple Inc.,2023-06-29,304.5841
AAPL,Apple Inc.,2023-06-30,307.1132
AAPL,Apple Inc.,2023-07-03,304.4048
AAPL,Apple Inc.,2023-07-04,306.7152
AAPL,Apple Inc.,2023-07-05,304.946
AAPL,Apple Inc.,2023-07-06,300.3313
AAPL,Apple Inc.,2023-07-07,294.5083
AAPL,Apple Inc.,2023-07-10,298.9235
AAPL,Apple Inc.,2023-07-11,299.6486
AAPL,Apple Inc.,2023-07-12,295.8589
AAPL,Apple Inc.,2023-07-13,293.0107
AAPL,Apple Inc.,2023-07-14,288.6659
AAPL,Apple Inc.,2023-07-17,300.059
AAPL,Apple Inc.,2023-07-18,302.2798
AAPL,Apple Inc.,2023-07-19,303.4441
AAPL,Apple Inc.,2023-07-20,311.9226
AAPL,Apple Inc.,2023-07-21,308.5684
AAPL,Apple Inc.,2023-07-24,302.8413
AAPL,Apple Inc.,2023-07-25,300.3383
AAPL,Apple Inc.,2023-07-26,301.4362
AAPL,Apple Inc.,2023-07-27,300.5326
AAPL,Apple Inc.,2023-07-28,298.8814
AAPL,Apple Inc.,2023-07-31,299.8597
AAPL,Apple Inc.,2023-08-01,297.676
AAPL,Apple Inc.,2023-08-02,292.0889
AAPL,Apple Inc.,2023-08-03,296.0919
AAPL,Apple Inc.,2023-08-04,294.7994
AAPL,Apple Inc.,2023-08-07,293.3629
AAPL,Apple Inc.,2023-08-08,296.1373
AAPL,Apple Inc.,2023-08-09,298.4181
AAPL,Apple Inc.,2023-08-10,292.6149
AAPL,Apple Inc.,2023-08-11,288.884
AAPL,Apple Inc.,2023-08-14,281.8666
AAPL,Apple Inc.,2023-08-15,275.9559
AAPL,Apple Inc.,2023-08-16,277.4798
AAPL,Apple Inc.,2023-08-17,275.1026
AAPL,Apple Inc.,2023-08-18,270.5597
AAPL,Apple Inc.,2023-08-21,264.2658
AAPL,Apple Inc.,2023-08-22,270.2578
AAPL,Apple Inc.,2023-08-23,268.2574
AAPL,Apple Inc.,2023-08-24,269.3576
AAPL,Apple Inc.,2023-08-25,268.9565
AAPL,Apple Inc.,2023-08-28,264.4411
AAPL,Apple Inc.,2023-08-29,266.4425
AAPL,Apple Inc.,2023-08-30,267.0017
AAPL,Apple Inc.,2023-08-31,273.2201
AAPL,Apple Inc.,2023-09-01,276.0721
AAPL,Apple Inc.,2023-09-04,269.9619
AAPL,Apple Inc.,2023-09-05,269.2855
AAPL,Apple Inc.,2023-09-06,268.682
AAPL,Apple Inc.,2023-09-07,268.24
AAPL,Apple Inc.,2023-09-08,262.3191
AAPL,Apple Inc.,2023-09-11,254.5568
AAPL,Apple Inc.,2023-09-12,253.8824
AAPL,Apple Inc.,2023-09-13,255.3605
AAPL,Apple Inc.,2023-09-14,249.9313
AAPL,Apple Inc.,2023-09-15,258.2119
AAPL,Apple Inc.,2023-09-18,261.144
AAPL,Apple Inc.,2023-09-19,258.8127
AAPL,Apple Inc.,2023-09-20,268.2934
AAPL,Apple Inc.,2023-09-21,261.0801
AAPL,Apple Inc.,2023-09-22,256.3665
AAPL,Apple Inc.,2023-09-25,251.4582
AAPL,Apple Inc.,2023-09-26,256.6716
AAPL,Apple Inc.,2023-09-27,253.2509
AAPL,Apple Inc.,2023-09-28,256.5088
AAPL,Apple Inc.,2023-09-29,257.5948
AAPL,Apple Inc.,2023-10-02,254.8817
AAPL,Apple Inc.,2023-10-03,255.4155
AAPL,Apple Inc.,2023-10-04,250.0705
AAPL,Apple Inc.,2023-10-05,253.7559
AAPL,Apple Inc.,2023-10-06,249.3151
AAPL,Apple Inc.,2023-10-09,245.4358
AAPL,Apple Inc.,2023-10-10,248.383
AAPL,Apple Inc.,2023-10-11,246.2517
AAPL,Apple Inc.,2023-10-12,254.5095
AAPL,Apple Inc.,2023-10-13,260.7974
AAPL,Apple Inc.,2023-10-16,253.2827
AAPL,Apple Inc.,2023-10-17,253.9754
AAPL,Apple Inc.,2023-10-18,253.334
AAPL,Apple Inc.,2023-10-19,263.1543
AAPL,Apple Inc.,2023-10-20,260.6119
AAPL,Apple Inc.,2023-10-23,257.756
AAPL,Apple Inc.,2023-10-24,256.8665
AAPL,Apple Inc.,2023-10-25,255.9058
AAPL,Apple Inc.,2023-10-26,251.8597
AAPL,Apple Inc.,2023-10-27,253.0213
AAPL,Apple Inc.,2023-10-30,250.6494
AAPL,Apple Inc.,2023-10-31,246.9223
AAPL,Apple Inc.,2023-11-01,253.6729
AAPL,Apple Inc.,2023-11-02,254.367
AAPL,Apple Inc.,2023-11-03,249.6904
AAPL,Apple Inc.,2023-11-06,243.6643
AAPL,Apple Inc.,2023-11-07,242.2523
AAPL,Apple Inc.,2023-11-08,236.9935
AAPL,Apple Inc.,2023-11-09,231.6358
AAPL,Apple Inc.,2023-11-10,236.2162
AAPL,Apple Inc.,2023-11-13,235.6164
AAPL,Apple Inc.,2023-11-14,233.3036
AAPL,Apple Inc.,2023-11-15,234.0892
AAPL,Apple Inc.,2023-11-16,231.787
AAPL,Apple Inc.,2023-11-17,232.118
AAPL,Apple Inc.,2023-11-20,239.6915
AAPL,Apple Inc.,2023-11-21,239.5914
AAPL,Apple Inc.,2023-11-22,237.0685
AAPL,Apple Inc.,2023-11-23,232.3767
AAPL,Apple Inc.,2023-11-24,235.0317
AAPL,Apple Inc.,2023-11-27,234.3658
AAPL,Apple Inc.,2023-11-28,236.0893
AAPL,Apple Inc.,2023-11-29,229.4942
AAPL,Apple Inc.,2023-11-30,227.9806
AAPL,Apple Inc.,2023-12-01,228.4121
AAPL,Apple Inc.,2023-12-04,230.5944
AAPL,Apple Inc.,2023-12-05,231.6907
AAPL,Apple Inc.,2023-12-06,230.6128
AAPL,Apple Inc.,2023-12-07,235.909
AAPL,Apple Inc.,2023-12-08,235.8478
AAPL,Apple Inc.,2023-12-11,227.3939
AAPL,Apple Inc.,2023-12-12,222.3695
AAPL,Apple Inc.,2023-12-13,222.2073
AAPL,Apple Inc.,2023-12-14,223.1355
AAPL,Apple Inc.,2023-12-15,217.9826
AAPL,Apple Inc.,2023-12-18,213.4103
AAPL,Apple Inc.,2023-12-19,214.8357
AAPL,Apple Inc.,2023-12-20,215.8682
AAPL,Apple Inc.,2023-12-21,217.3287
AAPL,Apple Inc.,2023-12-22,220.1328
AAPL,Apple Inc.,2023-12-25,220.418
AAPL,Apple Inc.,2023-12-26,217.4228
AAPL,Apple Inc.,2023-12-27,222.4291
AAPL,Apple Inc.,2023-12-28,226.6266
AAPL,Apple Inc.,2023-12-29,233.7288
AAPL,Apple Inc.,2024-01-01,235.812
AAPL,Apple Inc.,2024-01-02,236.602
AAPL,Apple Inc.,2024-01-03,237.8401
AAPL,Apple Inc.,2024-01-04,239.4947
AAPL,Apple Inc.,2024-01-05,232.2041
AAPL,Apple Inc.,2024-01-08,231.9606
AAPL,Apple Inc.,2024-01-09,230.9183
AAPL,Apple Inc.,2024-01-10,232.8557
AAPL,Apple Inc.,2024-01-11,234.5721
AAPL,Apple Inc.,2024-01-12,233.7
AAPL,Apple Inc.,2024-01-15,232.3241
AAPL,Apple Inc.,2024-01-16,227.3428
AAPL,Apple Inc.,2024-01-17,228.8908
AAPL,Apple Inc.,2024-01-18,227.4191
AAPL,Apple Inc.,2024-01-19,226.4239
AAPL,Apple Inc.,2024-01-22,231.1968
AAPL,Apple Inc.,2024-01-23,235.9495
AAPL,Apple Inc.,2024-01-24,235.0592
AAPL,Apple Inc.,2024-01-25,242.616
AAPL,Apple Inc.,2024-01-26,246.1426
AAPL,Apple Inc.,2024-01-29,246.7536
AAPL,Apple Inc.,2024-01-30,243.2314
AAPL,Apple Inc.,2024-01-31,239.7764
AAPL,Apple Inc.,2024-02-01,244.0971
AAPL,Apple Inc.,2024-02-02,236.0602
AAPL,Apple Inc.,2024-02-05,243.5729
AAPL,Apple Inc.,2024-02-06,246.7913
AAPL,Apple Inc.,2024-02-07,245.4613
AAPL,Apple Inc.,2024-02-08,252.7921
AAPL,Apple Inc.,2024-02-09,254.0245
AAPL,Apple Inc.,2024-02-12,248.5898
AAPL,Apple Inc.,2024-02-13,245.7569
AAPL,Apple Inc.,2024-02-14,241.1283
AAPL,Apple Inc.,2024-02-15,236.0714
AAPL,Apple Inc.,2024-02-16,244.4114
AAPL,Apple Inc.,2024-02-19,244.861
AAPL,Apple Inc.,2024-02-20,244.0601
AAPL,Apple Inc.,2024-02-21,247.5207
AAPL,Apple Inc.,2024-02-22,250.0363
AAPL,Apple Inc.,2024-02-23,246.9593
AAPL,Apple Inc.,2024-02-26,242.5459
AAPL,Apple Inc.,2024-02-27,234.1579
AAPL,Apple Inc.,2024-02-28,237.9412
AAPL,Apple Inc.,2024-02-29,236.7595
AAPL,Apple Inc.,2024-03-01,240.4462
AAPL,Apple Inc.,2024-03-04,240.4078
AAPL,Apple Inc.,2024-03-05,234.4982
AAPL,Apple Inc.,2024-03-06,231.8104
AAPL,Apple Inc.,2024-03-07,237.9078
AAPL,Apple Inc.,2024-03-08,235.2042
AAPL,Apple Inc.,2024-03-11,237.1631
AAPL,Apple Inc.,2024-03-12,227.2674
AAPL,Apple Inc.,2024-03-13,223.9808
AAPL,Apple Inc.,2024-03-14,227.7608
AAPL,Apple Inc.,2024-03-15,220.1351
AAPL,Apple Inc.,2024-03-18,224.2801
AAPL,Apple Inc.,2024-03-19,222.2825
AAPL,Apple Inc.,2024-03-20,219.8772
AAPL,Apple Inc.,2024-03-21,225.5813
AAPL,Apple Inc.,2024-03-22,223.5766
AAPL,Apple Inc.,2024-03-25,228.0653
AAPL,Apple Inc.,2024-03-26,226.617
AAPL,Apple Inc.,2024-03-27,228.3142
AAPL,Apple Inc.,2024-03-28,232.8044
AAPL,Apple Inc.,2024-03-29,237.5893
AAPL,Apple Inc.,2024-04-01,236.8257
AAPL,Apple Inc.,2024-04-02,227.6821
AAPL,Apple Inc.,2024-04-03,235.1091
AAPL,Apple Inc.,2024-04-04,233.1019
AAPL,Apple Inc.,2024-04-05,238.7996
AAPL,Apple Inc.,2024-04-08,235.7552
AAPL,Apple Inc.,2024-04-09,234.3193
AAPL,Apple Inc.,2024-04-10,235.1117
AAPL,Apple Inc.,2024-04-11,235.3572
AAPL,Apple Inc.,2024-04-12,244.1037
AAPL,Apple Inc.,2024-04-15,237.1029
AAPL,Apple Inc.,2024-04-16,235.1967
AAPL,Apple Inc.,2024-04-17,236.7337
AAPL,Apple Inc.,2024-04-18,238.9806
AAPL,Apple Inc.,2024-04-19,239.5275
AAPL,Apple Inc.,2024-04-22,240.7623
AAPL,Apple Inc.,2024-04-23,245.5752
AAPL,Apple Inc.,2024-04-24,243.561
AAPL,Apple Inc.,2024-04-25,241.5537
AAPL,Apple Inc.,2024-04-26,241.4522
AAPL,Apple Inc.,2024-04-29,244.8193
AAPL,Apple Inc.,2024-04-30,238.9808
AAPL,Apple Inc.,2024-05-01,247.4784
AAPL,Apple Inc.,2024-05-02,246.252
AAPL,Apple Inc.,2024-05-03,243.835
AAPL,Apple Inc.,2024-05-06,242.6568
AAPL,Apple Inc.,2024-05-07,238.2692
AAPL,Apple Inc.,2024-05-08,234.6396
AAPL,Apple Inc.,2024-05-09,233.579
AAPL,Apple Inc.,2024-05-10,235.8259
AAPL,Apple Inc.,2024-05-13,239.1918
AAPL,Apple Inc.,2024-05-14,237.7988
AAPL,Apple Inc.,2024-05-15,236.8191
AAPL,Apple Inc.,2024-05-16,238.9984
AAPL,Apple Inc.,2024-05-17,231.3497
AAPL,Apple Inc.,2024-05-20,230.8826
AAPL,Apple Inc.,2024-05-21,235.4831
AAPL,Apple Inc.,2024-05-22,242.7432
AAPL,Apple Inc.,2024-05-23,242.129
AAPL,Apple Inc.,2024-05-24,236.5188
AAPL,Apple Inc.,2024-05-27,234.2162
AAPL,Apple Inc.,2024-05-28,239.6881
AAPL,Apple Inc.,2024-05-29,248.7254
AAPL,Apple Inc.,2024-05-30,248.2388
AAPL,Apple Inc.,2024-05-31,241.9423
AAPL,Apple Inc.,2024-06-03,242.8434
AAPL,Apple Inc.,2024-06-04,246.4875
AAPL,Apple Inc.,2024-06-05,250.7141
AAPL,Apple Inc.,2024-06-06,252.624
AAPL,Apple Inc.,2024-06-07,264.1657
AAPL,Apple Inc.,2024-06-10,264.4221
AAPL,Apple Inc.,2024-06-11,278.4785
AAPL,Apple Inc.,2024-06-12,273.4967
AAPL,Apple Inc.,2024-06-13,281.0095
AAPL,Apple Inc.,2024-06-14,286.9621
AAPL,Apple Inc.,2024-06-17,291.4925
AAPL,Apple Inc.,2024-06-18,287.8194
AAPL,Apple Inc.,2024-06-19,287.4157
AAPL,Apple Inc.,2024-06-20,281.6969
AAPL,Apple Inc.,2024-06-21,282.2063
AAPL,Apple Inc.,2024-06-24,283.9227
AAPL,Apple Inc.,2024-06-25,287.102
AAPL,Apple Inc.,2024-06-26,281.2648
AAPL,Apple Inc.,2024-06-27,277.9241
AAPL,Apple Inc.,2024-06-28,267.7175
AAPL,Apple Inc.,2024-07-01,268.2669
AAPL,Apple Inc.,2024-07-02,263.5863
AAPL,Apple Inc.,2024-07-03,268.7643
AAPL,Apple Inc.,2024-07-04,266.3995
AAPL,Apple Inc.,2024-07-05,269.0233
AAPL,Apple Inc.,2024-07-08,267.4001
AAPL,Apple Inc.,2024-07-09,267.4451
AAPL,Apple Inc.,2024-07-10,266.6354
AAPL,Apple Inc.,2024-07-11,261.2172
AAPL,Apple Inc.,2024-07-12,265.3785
AAPL,Apple Inc.,2024-07-15,261.4379
AAPL,Apple Inc.,2024-07-16,267.5864
AAPL,Apple Inc.,2024-07-17,256.2628
AAPL,Apple Inc.,2024-07-18,254.1265
AAPL,Apple Inc.,2024-07-19,258.0129
AAPL,Apple Inc.,2024-07-22,262.0432
AAPL,Apple Inc.,2024-07-23,253.2399
AAPL,Apple Inc.,2024-07-24,254.1885
AAPL,Apple Inc.,2024-07-25,255.058
AAPL,Apple Inc.,2024-07-26,256.3349
AAPL,Apple Inc.,2024-07-29,254.6621
AAPL,Apple Inc.,2024-07-30,251.1614
AAPL,Apple Inc.,2024-07-31,252.0301
AAPL,Apple Inc.,2024-08-01,254.5845
AAPL,Apple Inc.,2024-08-02,259.0831
AAPL,Apple Inc.,2024-08-05,258.7093
AAPL,Apple Inc.,2024-08-06,254.9568
AAPL,Apple Inc.,2024-08-07,258.2758
AAPL,Apple Inc.,2024-08-08,252.0415
AAPL,Apple Inc.,2024-08-09,248.8968
AAPL,Apple Inc.,2024-08-12,246.0771
AAPL,Apple Inc.,2024-08-13,246.0342
AAPL,Apple Inc.,2024-08-14,246.8133
AAPL,Apple Inc.,2024-08-15,255.6591
AAPL,Apple Inc.,2024-08-16,258.5986
AAPL,Apple Inc.,2024-08-19,263.0724
AAPL,Apple Inc.,2024-08-20,261.2862
AAPL,Apple Inc.,2024-08-21,256.4392
AAPL,Apple Inc.,2024-08-22,254.8705
AAPL,Apple Inc.,2024-08-23,252.658
AAPL,Apple Inc.,2024-08-26,262.2446
AAPL,Apple Inc.,2024-08-27,269.3313
AAPL,Apple Inc.,2024-08-28,273.6416
AAPL,Apple Inc.,2024-08-29,273.4333
AAPL,Apple Inc.,2024-08-30,267.4261
AAPL,Apple Inc.,2024-09-02,266.1131
AAPL,Apple Inc.,2024-09-03,263.3854
AAPL,Apple Inc.,2024-09-04,260.0672
AAPL,Apple Inc.,2024-09-05,262.2603
AAPL,Apple Inc.,2024-09-06,270.8018
AAPL,Apple Inc.,2024-09-09,281.1139
AAPL,Apple Inc.,2024-09-10,280.4564
AAPL,Apple Inc.,2024-09-11,281.2788
AAPL,Apple Inc.,2024-09-12,283.2179
AAPL,Apple Inc.,2024-09-13,280.2439
AAPL,Apple Inc.,2024-09-16,287.2852
AAPL,Apple Inc.,2024-09-17,290.3666
AAPL,Apple Inc.,2024-09-18,291.2647
AAPL,Apple Inc.,2024-09-19,294.5775
AAPL,Apple Inc.,2024-09-20,292.6309
AAPL,Apple Inc.,2024-09-23,291.921
AAPL,Apple Inc.,2024-09-24,299.0397
AAPL,Apple Inc.,2024-09-25,304.8476
AAPL,Apple Inc.,2024-09-26,306.2552
AAPL,Apple Inc.,2024-09-27,299.0973
AAPL,Apple Inc.,2024-09-30,313.1428
AAPL,Apple Inc.,2024-10-01,316.3256
AAPL,Apple Inc.,2024-10-02,322.412
AAPL,Apple Inc.,2024-10-03,317.5848
AAPL,Apple Inc.,2024-10-04,321.6186
AAPL,Apple Inc.,2024-10-07,325.8091
AAPL,Apple Inc.,2024-10-08,328.4934
AAPL,Apple Inc.,2024-10-09,336.3145
AAPL,Apple Inc.,2024-10-10,326.9587
AAPL,Apple Inc.,2024-10-11,334.9604
AAPL,Apple Inc.,2024-10-14,333.5888
AAPL,Apple Inc.,2024-10-15,331.5533
AAPL,Apple Inc.,2024-10-16,332.3642
AAPL,Apple Inc.,2024-10-17,335.8269
AAPL,Apple Inc.,2024-10-18,337.9622
AAPL,Apple Inc.,2024-10-21,336.6056
AAPL,Apple Inc.,2024-10-22,341.1072
AAPL,Apple Inc.,2024-10-23,359.7862
AAPL,Apple Inc.,2024-10-24,365.147
AAPL,Apple Inc.,2024-10-25,363.7676
AAPL,Apple Inc.,2024-10-28,372.7615
AAPL,Apple Inc.,2024-10-29,379.7813
AAPL,Apple Inc.,2024-10-30,375.6075
AAPL,Apple Inc.,2024-10-31,385.0898
AAPL,Apple Inc.,2024-11-01,376.8783
AAPL,Apple Inc.,2024-11-04,381.1957
AAPL,Apple Inc.,2024-11-05,395.0777
AAPL,Apple Inc.,2024-11-06,387.791
